emp_no,salary
94011,48180
94012,52478
94013,61465
94014,45666
94015,40000
94016,40000
94017,52170
94018,51343
94019,84031
94020,40000
94021,58591
94022,40000
94023,40000
94024,40000
94025,51699
94026,40243
94027,40000
94028,58868
94029,40000
94030,40000
94031,40000
94032,49006
94033,40000
94034,40000
94035,40000
94036,60659
94037,86999
94038,100868
94039,66111
94040,62535
94041,45197
94042,76816
94043,40000
94044,57549
94045,49858
94046,63968
94047,68025
94048,69271
94049,86786
94050,40000
94051,43423
94052,80699
94053,51022
94054,56875
94055,40000
94056,40000
94057,40000
94058,58882
94059,86407
94060,58454
94061,78100
94062,40000
94063,75829
94064,40000
94065,40808
94066,50261
94067,40000
94068,84337
94069,40000
94070,53287
94071,67190
94072,42495
94073,78037
94074,40000
94075,40000
94076,54975
94077,49165
94078,95615
94079,40000
94080,54921
94081,55238
94082,76260
94083,50858
94084,60006
94085,72946
94086,40000
94087,46456
94088,40000
94089,45981
94090,52862
94091,40000
94092,98071
94093,40000
94094,40000
94095,63887
94096,40000
94097,40000
94098,40000
94099,40000
94100,43185
94101,47221
94102,41168
94103,40000
94104,45342
94105,63204
94106,54464
94107,40000
94108,49811
94109,42081
94110,40000
94111,58256
94112,89980
94113,40000
94114,40000
94115,63515
94116,54488
94117,60112
94118,40000
94119,45817
94120,40000
94121,40000
94122,47170
94123,56783
94124,46002
94125,61031
94126,45310
94127,49095
94128,51632
94129,40000
94130,47387
94131,45782
94132,83162
94133,78920
94134,64510
94135,52247
94136,64932
94137,44387
94138,59841
94139,76045
94140,67347
94141,59340
94142,52579
94143,40000
94144,40001
94145,40000
94146,40000
94147,60189
94148,50010
94149,40000
94150,81171
94151,46815
94152,60165
94153,65705
94154,41150
94155,65339
94156,50660
94157,40000
94158,40000
94159,65061
94160,53578
94161,47335
94162,40000
94163,64005
94164,59615
94165,40000
94166,40000
94167,52663
94168,44032
94169,79855
94170,40000
94171,66638
94172,74442
94173,40000
94174,59754
94175,40000
94176,51593
94177,69480
94178,81090
94179,40000
94180,59702
94181,50430
94182,74892
94183,50458
94184,81878
94185,79057
94186,57953
94187,49862
94188,40000
94189,65194
94190,40000
94191,40000
94192,84963
94193,40000
94194,60171
94195,40000
94196,44433
94197,91693
94198,58872
94199,40000
94200,56983
94201,57010
94202,74279
94203,59502
94204,40000
94205,57073
94206,57305
94207,64249
94208,56654
94209,40000
94210,61007
94211,41359
94212,70467
94213,62694
94214,47947
94215,52759
94216,42169
94217,40000
94218,48940
94219,63036
94220,54527
94221,47865
94222,62981
94223,40000
94224,49450
94225,74286
94226,45331
94227,79254
94228,54733
94229,59707
94230,76592
94231,50596
94232,40000
94233,83809
94234,78479
94235,62342
94236,40375
94237,40000
94238,74480
94239,40000
94240,70422
94241,52637
94242,59119
94243,60157
94244,82569
94245,55440
94246,46777
94247,40000
94248,67101
94249,50318
94250,70819
94251,42964
94252,49165
94253,72501
94254,66862
94255,40000
94256,40000
94257,72440
94258,40000
94259,48651
94260,63630
94261,51579
94262,57819
94263,54429
94264,40000
94265,40000
94266,40030
94267,61770
94268,40000
94269,40000
94270,47324
94271,40000
94272,42584
94273,72485
94274,69313
94275,47375
94276,40180
94277,78087
94278,47569
94279,59186
94280,52228
94281,40000
94282,68911
94283,41676
94284,41687
94285,40000
94286,83234
94287,56942
94288,40168
94289,48877
94290,40000
94291,58026
94292,48891
94293,40000
94294,76087
94295,40000
94296,53947
94297,47767
94298,50423
94299,40000
94300,40000
94301,40000
94302,50982
94303,45912
94304,40000
94305,53015
94306,43122
94307,41222
94308,69837
94309,58503
94310,54070
94311,40000
94312,50837
94313,40000
94314,60322
94315,40000
94316,52981
94317,46966
94318,40000
94319,97645
94320,40000
94321,40000
94322,55093
94323,49033
94324,46265
94325,56599
94326,47790
94327,40000
94328,43283
94329,40000
94330,49300
94331,40000
94332,70419
94333,48154
94334,83146
94335,40000
94336,63334
94337,72742
94338,55142
94339,40000
94340,59514
94341,43773
94342,40000
94343,51403
94344,44036
94345,40000
94346,52531
94347,66141
94348,61603
94349,50940
94350,40000
94351,40000
94352,60169
94353,71614
94354,43522
94355,40000
94356,40000
94357,70016
94358,58974
94359,69430
94360,40712
94361,40000
94362,40000
94363,45126
94364,40000
94365,70725
94366,45840
94367,53983
94368,41210
94369,47454
94370,54726
94371,40000
94372,40000
94373,40000
94374,70655
94375,87307
94376,40000
94377,40000
94378,50059
94379,44187
94380,65147
94381,51521
94382,53029
94383,55391
94384,67029
94385,61758
94386,45946
94387,55834
94388,48919
94389,85966
94390,40000
94391,40000
94392,40000
94393,48706
94394,65357
94395,40921
94396,70765
94397,40000
94398,45947
94399,51007
94400,64081
94401,64372
94402,65902
94403,40000
94404,55113
94405,56322
94406,40000
94407,54861
94408,51393
94409,56470
94410,58035
94411,40687
94412,40000
94413,49830
94414,40000
94415,61155
94416,61048
94417,65488
94418,40000
94419,40000
94420,76538
94421,65232
94422,59735
94423,40000
94424,44145
94425,69211
94426,85729
94427,73632
94428,86858
94429,87733
94430,40000
94431,42094
94432,68816
94433,40000
94434,81828
94435,40000
94436,40000
94437,40000
94438,40000
94439,40000
94440,79672
94441,40000
94442,69280
94443,69504
94444,40000
94445,40000
94446,54816
94447,40000
94448,46272
94449,71384
94450,45618
94451,53303
94452,40000
94453,65075
94454,57741
94455,53670
94456,40499
94457,45247
94458,65706
94459,67901
94460,47176
94461,61807
94462,64764
94463,40000
94464,40000
94465,40000
94466,73827
94467,40000
94468,61544
94469,50405
94470,57538
94471,66335
94472,54153
94473,40000
94474,40000
94475,47179
94476,40000
94477,80370
94478,46138
94479,40000
94480,46941
94481,57744
94482,40000
94483,44160
94484,77697
94485,40000
94486,40000
94487,40000
94488,40000
94489,84507
94490,40000
94491,40000
94492,71242
94493,48084
94494,40000
94495,48393
94496,40414
94497,75766
94498,58667
94499,41815
94500,40000
94501,69930
94502,57142
94503,40000
94504,40231
94505,55876
94506,48689
94507,40000
94508,46379
94509,46071
94510,40000
94511,45673
94512,40000
94513,41819
94514,40000
94515,40000
94516,57736
94517,44500
94518,44375
94519,43390
94520,40000
94521,57799
94522,66207
94523,40546
94524,84538
94525,40000
94526,57454
94527,40000
94528,58778
94529,40000
94530,66381
94531,49858
94532,66609
94533,60890
94534,91470
94535,44053
94536,70715
94537,40000
94538,76639
94539,40000
94540,40000
94541,43780
94542,46336
94543,42869
94544,40000
94545,51032
94546,58081
94547,42196
94548,74174
94549,46018
94550,64248
94551,60880
94552,51599
94553,70419
94554,40000
94555,48372
94556,40000
94557,61002
94558,40000
94559,60987
94560,49441
94561,67457
94562,40000
94563,40000
94564,65404
94565,73039
94566,74605
94567,40000
94568,40000
94569,40000
94570,62702
94571,40000
94572,75732
94573,42181
94574,41871
94575,40000
94576,61203
94577,44564
94578,40000
94579,40000
94580,40000
94581,69601
94582,56843
94583,47476
94584,77984
94585,56521
94586,40000
94587,75558
94588,68039
94589,40000
94590,55663
94591,70456
94592,52369
94593,47220
94594,40000
94595,87049
94596,45491
94597,46074
94598,65730
94599,41568
94600,40000
94601,60710
94602,54555
94603,46637
94604,52040
94605,48742
94606,67274
94607,42247
94608,52957
94609,62062
94610,93216
94611,40000
94612,40000
94613,65194
94614,68123
94615,46985
94616,65504
94617,78547
94618,64217
94619,40462
94620,48992
94621,69639
94622,40641
94623,40000
94624,55674
94625,46820
94626,47241
94627,53758
94628,56251
94629,59154
94630,56119
94631,40000
94632,60789
94633,40000
94634,40000
94635,40000
94636,104161
94637,67951
94638,73804
94639,88264
94640,57613
94641,69571
94642,79704
94643,40000
94644,40000
94645,61087
94646,48339
94647,73281
94648,40000
94649,47507
94650,79033
94651,52243
94652,65311
94653,40000
94654,42668
94655,40000
94656,88249
94657,47918
94658,93862
94659,90225
94660,60616
94661,55097
94662,40000
94663,49488
94664,40000
94665,52641
94666,59634
94667,40000
94668,56137
94669,40000
94670,43650
94671,40922
94672,40000
94673,78936
94674,40705
94675,40000
94676,40000
94677,55170
94678,40000
94679,40000
94680,49933
94681,45741
94682,40000
94683,40000
94684,48058
94685,57333
94686,54935
94687,40000
94688,40000
94689,40000
94690,62057
94691,43840
94692,74983
94693,64962
94694,56859
94695,79577
94696,60084
94697,40000
94698,40000
94699,41341
94700,61283
94701,60937
94702,71690
94703,57859
94704,43336
94705,74167
94706,56545
94707,45092
94708,56742
94709,40000
94710,79794
94711,42068
94712,40000
94713,57806
94714,40000
94715,79200
94716,69133
94717,50970
94718,55541
94719,40000
94720,45001
94721,40000
94722,59057
94723,40000
94724,74142
94725,40000
94726,63269
94727,55753
94728,82484
94729,40000
94730,56590
94731,40000
94732,40673
94733,50389
94734,70247
94735,45032
94736,40000
94737,40000
94738,54799
94739,61100
94740,40236
94741,50060
94742,40000
94743,51818
94744,56472
94745,40000
94746,71723
94747,70579
94748,45542
94749,85695
94750,40000
94751,40000
94752,71001
94753,58473
94754,67951
94755,78858
94756,47392
94757,72178
94758,40000
94759,70915
94760,89744
94761,48772
94762,40000
94763,48169
94764,42301
94765,50177
94766,40000
94767,80180
94768,60128
94769,41393
94770,87953
94771,54362
94772,40000
94773,42936
94774,40000
94775,77750
94776,40000
94777,76530
94778,70313
94779,40000
94780,41515
94781,40000
94782,55672
94783,53131
94784,40000
94785,56450
94786,40000
94787,41967
94788,42920
94789,40000
94790,60291
94791,68164
94792,43811
94793,79748
94794,40000
94795,40000
94796,40000
94797,43839
94798,40000
94799,40000
94800,54964
94801,54877
94802,46529
94803,44537
94804,61434
94805,79708
94806,62580
94807,48677
94808,48139
94809,40000
94810,64508
94811,40000
94812,59570
94813,51169
94814,71682
94815,46691
94816,40000
94817,75350
94818,62747
94819,40000
94820,40000
94821,40000
94822,64435
94823,40000
94824,40000
94825,40000
94826,46892
94827,40000
94828,40000
94829,54262
94830,48523
94831,40000
94832,82681
94833,74499
94834,65721
94835,40000
94836,75519
94837,55994
94838,56605
94839,70251
94840,59478
94841,51742
94842,90510
94843,40000
94844,71824
94845,40000
94846,62639
94847,88205
94848,40000
94849,74677
94850,45661
94851,40000
94852,46898
94853,61795
94854,54225
94855,46337
94856,40000
94857,40000
94858,49656
94859,66404
94860,40000
94861,64025
94862,40000
94863,64068
94864,55708
94865,40000
94866,51042
94867,51827
94868,40000
94869,40023
94870,40000
94871,94395
94872,40000
94873,40000
94874,71749
94875,63818
94876,71398
94877,71238
94878,40000
94879,40000
94880,46040
94881,76628
94882,40000
94883,43965
94884,49191
94885,41658
94886,40000
94887,57856
94888,40000
94889,60806
94890,70621
94891,40000
94892,62528
94893,44312
94894,52307
94895,45487
94896,40000
94897,40000
94898,40849
94899,40000
94900,40000
94901,79666
94902,52144
94903,53942
94904,40000
94905,42772
94906,40912
94907,65501
94908,48660
94909,97408
94910,40000
94911,62400
94912,76694
94913,40000
94914,88459
94915,40000
94916,52660
94917,40000
94918,40000
94919,40000
94920,40000
94921,40000
94922,66493
94923,48782
94924,58454
94925,40000
94926,56251
94927,57692
94928,73175
94929,40000
94930,53808
94931,40000
94932,65028
94933,51436
94934,47605
94935,66082
94936,53749
94937,66205
94938,40000
94939,46987
94940,40000
94941,57323
94942,43677
94943,81817
94944,57985
94945,40000
94946,52322
94947,40000
94948,56086
94949,56140
94950,40000
94951,75066
94952,51882
94953,49238
94954,43168
94955,40786
94956,40000
94957,44504
94958,54598
94959,40000
94960,40000
94961,55282
94962,78459
94963,50581
94964,68344
94965,47827
94966,42412
94967,78022
94968,52759
94969,40000
94970,40000
94971,57365
94972,40000
94973,48251
94974,40000
94975,40000
94976,40000
94977,72646
94978,40000
94979,71028
94980,56189
94981,40000
94982,59158
94983,73560
94984,46547
94985,51774
94986,49537
94987,40793
94988,40000
94989,47668
94990,74980
94991,40000
94992,40000
94993,48302
94994,41798
94995,68958
94996,48325
94997,40000
94998,40000
94999,40000
95000,44372
95001,63565
95002,42073
95003,40000
95004,40000
95005,40000
95006,61246
95007,40000
95008,40000
95009,40000
95010,70400
95011,40000
95012,40000
95013,54238
95014,40000
95015,72966
95016,40000
95017,52274
95018,86294
95019,62217
95020,40000
95021,48668
95022,64342
95023,42085
95024,56635
95025,44610
95026,58220
95027,40000
95028,40000
95029,60477
95030,79154
95031,40000
95032,50446
95033,63851
95034,66080
95035,59753
95036,73520
95037,49219
95038,40000
95039,40257
95040,40000
95041,40000
95042,95044
95043,54725
95044,40000
95045,42019
95046,62929
95047,40000
95048,40000
95049,55134
95050,40000
95051,51730
95052,41876
95053,61737
95054,44910
95055,40000
95056,40000
95057,41817
95058,58665
95059,40000
95060,54594
95061,70803
95062,42755
95063,47917
95064,46727
95065,67091
95066,40000
95067,68069
95068,40000
95069,40000
95070,45266
95071,71327
95072,40000
95073,40000
95074,59982
95075,40000
95076,46938
95077,40000
95078,40233
95079,46010
95080,65267
95081,40832
95082,84639
95083,51787
95084,47895
95085,59923
95086,61171
95087,68159
95088,47076
95089,40000
95090,73992
95091,45297
95092,65293
95093,48978
95094,67696
95095,48877
95096,53135
95097,40000
95098,60704
95099,40000
95100,75945
95101,40000
95102,40000
95103,40000
95104,57141
95105,48685
95106,40000
95107,40265
95108,68758
95109,67434
95110,47454
95111,65872
95112,40000
95113,40000
95114,60964
95115,45047
95116,40000
95117,40000
95118,64572
95119,91765
95120,40000
95121,54334
95122,42224
95123,41389
95124,66396
95125,73234
95126,65863
95127,71812
95128,40000
95129,43794
95130,66639
95131,40000
95132,40000
95133,40000
95134,61592
95135,67116
95136,62437
95137,57075
95138,40000
95139,58961
95140,50754
95141,67457
95142,72749
95143,40000
95144,58841
95145,40000
95146,46924
95147,40000
95148,68674
95149,74809
95150,50866
95151,45115
95152,53183
95153,57490
95154,40000
95155,45354
95156,79076
95157,61250
95158,40000
95159,54297
95160,40000
95161,40000
95162,70257
95163,40000
95164,40000
95165,56203
95166,59384
95167,50297
95168,51446
95169,40000
95170,51172
95171,46388
95172,76523
95173,64291
95174,77026
95175,40000
95176,64760
95177,75250
95178,40000
95179,44256
95180,60794
95181,66810
95182,40000
95183,46442
95184,61114
95185,70534
95186,40000
95187,73073
95188,51570
95189,40000
95190,40000
95191,40000
95192,40000
95193,54098
95194,46605
95195,40000
95196,54675
95197,40000
95198,40000
95199,50837
95200,56950
95201,51964
95202,54119
95203,40000
95204,57770
95205,40000
95206,46263
95207,74138
95208,67873
95209,40000
95210,40000
95211,40000
95212,40000
95213,57049
95214,55285
95215,51458
95216,66216
95217,40000
95218,70642
95219,62262
95220,48492
95221,81555
95222,40323
95223,40000
95224,40000
95225,40000
95226,67929
95227,50540
95228,40000
95229,40000
95230,40000
95231,53096
95232,40000
95233,40000
95234,40000
95235,74667
95236,64630
95237,44875
95238,40000
95239,40000
95240,77052
95241,50098
95242,40000
95243,40000
95244,74657
95245,40000
95246,57230
95247,96051
95248,41712
95249,40000
95250,65516
95251,40000
95252,40000
95253,48135
95254,42552
95255,40000
95256,40000
95257,40000
95258,62463
95259,44048
95260,64025
95261,70538
95262,40000
95263,69112
95264,46732
95265,57424
95266,44143
95267,70405
95268,46858
95269,53797
95270,45690
95271,53216
95272,56586
95273,45025
95274,61360
95275,89309
95276,40000
95277,43492
95278,40000
95279,40000
95280,40000
95281,67202
95282,61492
95283,47865
95284,62405
95285,78422
95286,40000
95287,45400
95288,52919
95289,43027
95290,49890
95291,74491
95292,40000
95293,55178
95294,59900
95295,44110
95296,45122
95297,64390
95298,44728
95299,75647
95300,54848
95301,47615
95302,40000
95303,40000
95304,90604
95305,40000
95306,40000
95307,59751
95308,42981
95309,41051
95310,79594
95311,40000
95312,80149
95313,68156
95314,69833
95315,40000
95316,74121
95317,67675
95318,40000
95319,57103
95320,56757
95321,44356
95322,66323
95323,40000
95324,40000
95325,63475
95326,48209
95327,45207
95328,59346
95329,40000
95330,40000
95331,67176
95332,40000
95333,74851
95334,48869
95335,76676
95336,59873
95337,71069
95338,91540
95339,51376
95340,58909
95341,40000
95342,56853
95343,40000
95344,54401
95345,52557
95346,70408
95347,55085
95348,40000
95349,40000
95350,40000
95351,40000
95352,61525
95353,40000
95354,55831
95355,44184
95356,53239
95357,46712
95358,57393
95359,66778
95360,98295
95361,40000
95362,64753
95363,54096
95364,46279
95365,40000
95366,74721
95367,46199
95368,45031
95369,40000
95370,40000
95371,90443
95372,46186
95373,43979
95374,57642
95375,44359
95376,59216
95377,67909
95378,47416
95379,40000
95380,64141
95381,48757
95382,61117
95383,40000
95384,41632
95385,40000
95386,55109
95387,40000
95388,47411
95389,73560
95390,43872
95391,42880
95392,46758
95393,40000
95394,51890
95395,53475
95396,40000
95397,99044
95398,42226
95399,40000
95400,92062
95401,40000
95402,53758
95403,40453
95404,64479
95405,68430
95406,40000
95407,40000
95408,53901
95409,81936
95410,40000
95411,40000
95412,70188
95413,91439
95414,51656
95415,66081
95416,51499
95417,54941
95418,77276
95419,67565
95420,40000
95421,66352
95422,60467
95423,57950
95424,40000
95425,84460
95426,40000
95427,40000
95428,72748
95429,42208
95430,40000
95431,50083
95432,42939
95433,40000
95434,59153
95435,79589
95436,74842
95437,51989
95438,40000
95439,77270
95440,78040
95441,40000
95442,100537
95443,70828
95444,58582
95445,71768
95446,45576
95447,52229
95448,52152
95449,81130
95450,60169
95451,43027
95452,40000
95453,63697
95454,84771
95455,56512
95456,40000
95457,40000
95458,51833
95459,40000
95460,40000
95461,68186
95462,40000
95463,41273
95464,51985
95465,45279
95466,40000
95467,40000
95468,40000
95469,40000
95470,66763
95471,43186
95472,57074
95473,49930
95474,40000
95475,64946
95476,51843
95477,57445
95478,62742
95479,55928
95480,50253
95481,49897
95482,40886
95483,69479
95484,40000
95485,51209
95486,44880
95487,40000
95488,59336
95489,40000
95490,73014
95491,63970
95492,40000
95493,76914
95494,77280
95495,51752
95496,45324
95497,40059
95498,40000
95499,54865
95500,55048
95501,40000
95502,40000
95503,40000
95504,40000
95505,61163
95506,40000
95507,85615
95508,45123
95509,40000
95510,50472
95511,40000
95512,40000
95513,58494
95514,40000
95515,59925
95516,40000
95517,40000
95518,40000
95519,40000
95520,51994
95521,51415
95522,59176
95523,80418
95524,50885
95525,62801
95526,67386
95527,70205
95528,40450
95529,49303
95530,49094
95531,79848
95532,64874
95533,40000
95534,40135
95535,40000
95536,40000
95537,40000
95538,45189
95539,60967
95540,40000
95541,40000
95542,45900
95543,42967
95544,40000
95545,76008
95546,90856
95547,40000
95548,40000
95549,64973
95550,68638
95551,40000
95552,40533
95553,51869
95554,40000
95555,57790
95556,56958
95557,48324
95558,44781
95559,46046
95560,43187
95561,68666
95562,80889
95563,40657
95564,46279
95565,40000
95566,40000
95567,52066
95568,61022
95569,52731
95570,43107
95571,56804
95572,54574
95573,65018
95574,47404
95575,40000
95576,48504
95577,46665
95578,71142
95579,51513
95580,66680
95581,62833
95582,51181
95583,40000
95584,56631
95585,68587
95586,46381
95587,40000
95588,48053
95589,81441
95590,57966
95591,43772
95592,40000
95593,52175
95594,40000
95595,40000
95596,51087
95597,54890
95598,66174
95599,59805
95600,40000
95601,94574
95602,53992
95603,40000
95604,79361
95605,40000
95606,57977
95607,46666
95608,40000
95609,55793
95610,40000
95611,61295
95612,62141
95613,40000
95614,51172
95615,49208
95616,70616
95617,45421
95618,40000
95619,40000
95620,42872
95621,40000
95622,48019
95623,61193
95624,40172
95625,48311
95626,44959
95627,41427
95628,44922
95629,53267
95630,40961
95631,40000
95632,40000
95633,40000
95634,81237
95635,44014
95636,73700
95637,43983
95638,51477
95639,82433
95640,40000
95641,55342
95642,68889
95643,78696
95644,40000
95645,66241
95646,90414
95647,63045
95648,40000
95649,57396
95650,40000
95651,72912
95652,40000
95653,41112
95654,40000
95655,50548
95656,40000
95657,82074
95658,79756
95659,41523
95660,42795
95661,70039
95662,43669
95663,71990
95664,40000
95665,63367
95666,67711
95667,65626
95668,42250
95669,54516
95670,59473
95671,40000
95672,58272
95673,40243
95674,40000
95675,40000
95676,40000
95677,40000
95678,56941
95679,64319
95680,40000
95681,40642
95682,73390
95683,40000
95684,62298
95685,40000
95686,60109
95687,58220
95688,57645
95689,57048
95690,58795
95691,40000
95692,40000
95693,40000
95694,40000
95695,40000
95696,45811
95697,76576
95698,48250
95699,40000
95700,40000
95701,40000
95702,40000
95703,61884
95704,40000
95705,40000
95706,40000
95707,59205
95708,81131
95709,46106
95710,62134
95711,67359
95712,75633
95713,97219
95714,40000
95715,65792
95716,56208
95717,40000
95718,48889
95719,56715
95720,40000
95721,40000
95722,56102
95723,75387
95724,45817
95725,40000
95726,40000
95727,89942
95728,43993
95729,40000
95730,65001
95731,48974
95732,40000
95733,40000
95734,40000
95735,50505
95736,47079
95737,40000
95738,43926
95739,41360
95740,52127
95741,40000
95742,40000
95743,68483
95744,54989
95745,90099
95746,55627
95747,63505
95748,66279
95749,40000
95750,40000
95751,43385
95752,50451
95753,68830
95754,51551
95755,40000
95756,65792
95757,42466
95758,40000
95759,40000
95760,73266
95761,61755
95762,55326
95763,40000
95764,88596
95765,52954
95766,49259
95767,40000
95768,40000
95769,71726
95770,40357
95771,40000
95772,72147
95773,85036
95774,50552
95775,40000
95776,85028
95777,40000
95778,42820
95779,78685
95780,44294
95781,40000
95782,64892
95783,40000
95784,59793
95785,41352
95786,57491
95787,76187
95788,63855
95789,60878
95790,40000
95791,72471
95792,89096
95793,46156
95794,72558
95795,40000
95796,70903
95797,40000
95798,50007
95799,46616
95800,45733
95801,41812
95802,70343
95803,50047
95804,47038
95805,40000
95806,48911
95807,61441
95808,85958
95809,40000
95810,53478
95811,41339
95812,40000
95813,70267
95814,70625
95815,60914
95816,43512
95817,40000
95818,50030
95819,40000
95820,40000
95821,48263
95822,40000
95823,40711
95824,51396
95825,51155
95826,74067
95827,62159
95828,66072
95829,40583
95830,55668
95831,40000
95832,40000
95833,40241
95834,44294
95835,40134
95836,43505
95837,46470
95838,49817
95839,52488
95840,43569
95841,40307
95842,57778
95843,43384
95844,40000
95845,69959
95846,40000
95847,40000
95848,67869
95849,48464
95850,40000
95851,56039
95852,52059
95853,40000
95854,65524
95855,57195
95856,48840
95857,40000
95858,53422
95859,40000
95860,54227
95861,40002
95862,60041
95863,57054
95864,62740
95865,57516
95866,79443
95867,49712
95868,40000
95869,55403
95870,43944
95871,62383
95872,66911
95873,40000
95874,61605
95875,67054
95876,40000
95877,41537
95878,80957
95879,40000
95880,71235
95881,40000
95882,71715
95883,60942
95884,40000
95885,40000
95886,40000
95887,40000
95888,46369
95889,50335
95890,40000
95891,46470
95892,68273
95893,50783
95894,64047
95895,68577
95896,40000
95897,58802
95898,41703
95899,40000
95900,43362
95901,40000
95902,81491
95903,40894
95904,54508
95905,87457
95906,43810
95907,40000
95908,56762
95909,76297
95910,61599
95911,40000
95912,59148
95913,53421
95914,40000
95915,41126
95916,48597
95917,40000
95918,40000
95919,40000
95920,61744
95921,40000
95922,54167
95923,40000
95924,40000
95925,45938
95926,40000
95927,65917
95928,55602
95929,47518
95930,72084
95931,55927
95932,40000
95933,55793
95934,40000
95935,40000
95936,40455
95937,55382
95938,48807
95939,66962
95940,40000
95941,96175
95942,40646
95943,63618
95944,76522
95945,47888
95946,55774
95947,40000
95948,40000
95949,40000
95950,40000
95951,59635
95952,78751
95953,53651
95954,40000
95955,80157
95956,40000
95957,55453
95958,40000
95959,46766
95960,54634
95961,60992
95962,41201
95963,67078
95964,48409
95965,51168
95966,41478
95967,43514
95968,40000
95969,55583
95970,40000
95971,40000
95972,47810
95973,43512
95974,40000
95975,70942
95976,40000
95977,45546
95978,52183
95979,49467
95980,40000
95981,40000
95982,65005
95983,50072
95984,80250
95985,41423
95986,40000
95987,56358
95988,41205
95989,82969
95990,69392
95991,62655
95992,42134
95993,97812
95994,85609
95995,52103
95996,62131
95997,50716
95998,90837
95999,89717
96000,69634
96001,47807
96002,40000
96003,42719
96004,75047
96005,42648
96006,40000
96007,40000
96008,40000
96009,71488
96010,69012
96011,82702
96012,45086
96013,55688
96014,43865
96015,40000
96016,58445
96017,52077
96018,83717
96019,54838
96020,57476
96021,49241
96022,40000
96023,40000
96024,51017
96025,71172
96026,40000
96027,40000
96028,66099
96029,40000
96030,73869
96031,52488
96032,49332
96033,48383
96034,46327
96035,40000
96036,40612
96037,66923
96038,41950
96039,48126
96040,62008
96041,61120
96042,40000
96043,46161
96044,51172
96045,49655
96046,40000
96047,64664
96048,67187
96049,52265
96050,40000
96051,73974
96052,65239
96053,40000
96054,50395
96055,70300
96056,40000
96057,44922
96058,51233
96059,40000
96060,63973
96061,67759
96062,54947
96063,40000
96064,40000
96065,43505
96066,71778
96067,40496
96068,48129
96069,47381
96070,84237
96071,40000
96072,58449
96073,77448
96074,66511
96075,40896
96076,85408
96077,53279
96078,40000
96079,51126
96080,44753
96081,55070
96082,83976
96083,47965
96084,69820
96085,55650
96086,40237
96087,49805
96088,40000
96089,66654
96090,40000
96091,40000
96092,66227
96093,64594
96094,40000
96095,40000
96096,40000
96097,94918
96098,40000
96099,63686
96100,49351
96101,54642
96102,85124
96103,47970
96104,40000
96105,40000
96106,55204
96107,53122
96108,50955
96109,77982
96110,79838
96111,73987
96112,43758
96113,42107
96114,84493
96115,40000
96116,49121
96117,93144
96118,88077
96119,40000
96120,42648
96121,108627
96122,87889
96123,57848
96124,55624
96125,42043
96126,40000
96127,63334
96128,89135
96129,66470
96130,50717
96131,40000
96132,40147
96133,52003
96134,83480
96135,59142
96136,43168
96137,40000
96138,40000
96139,40993
96140,52908
96141,47401
96142,40000
96143,52988
96144,45959
96145,43393
96146,40000
96147,40000
96148,71602
96149,53682
96150,40000
96151,48563
96152,61676
96153,41026
96154,72729
96155,56164
96156,45009
96157,40000
96158,45887
96159,53975
96160,70080
96161,51915
96162,40000
96163,48664
96164,48616
96165,42292
96166,40000
96167,40000
96168,40000
96169,49904
96170,40000
96171,55037
96172,47475
96173,73264
96174,58482
96175,68318
96176,41801
96177,54060
96178,71760
96179,47940
96180,41944
96181,58499
96182,51446
96183,40000
96184,63152
96185,69124
96186,53491
96187,40000
96188,53592
96189,40000
96190,96151
96191,51570
96192,40000
96193,44428
96194,49113
96195,50544
96196,45838
96197,40000
96198,40000
96199,45307
96200,63876
96201,49635
96202,40000
96203,53697
96204,54586
96205,79066
96206,65020
96207,56112
96208,88723
96209,40000
96210,47264
96211,81170
96212,42189
96213,78278
96214,74395
96215,40000
96216,40000
96217,40000
96218,64866
96219,41936
96220,40000
96221,76192
96222,40000
96223,40220
96224,40000
96225,40000
96226,48034
96227,40000
96228,56250
96229,40524
96230,67697
96231,76952
96232,40000
96233,40000
96234,49979
96235,40000
96236,75848
96237,40000
96238,41732
96239,72175
96240,40000
96241,44127
96242,40000
96243,54077
96244,44496
96245,46987
96246,55211
96247,49218
96248,47914
96249,47721
96250,56995
96251,40000
96252,40000
96253,46560
96254,40000
96255,43737
96256,40000
96257,49005
96258,76537
96259,40000
96260,51896
96261,40000
96262,52976
96263,40000
96264,81677
96265,40000
96266,92876
96267,79542
96268,75994
96269,70643
96270,92555
96271,74972
96272,65272
96273,40000
96274,40000
96275,70012
96276,40000
96277,50475
96278,70644
96279,47604
96280,40000
96281,46774
96282,40000
96283,53539
96284,70777
96285,69413
96286,40000
96287,58158
96288,80639
96289,40000
96290,44078
96291,68501
96292,40194
96293,66123
96294,40000
96295,40000
96296,50900
96297,63102
96298,63321
96299,40000
96300,40000
96301,40000
96302,74968
96303,54067
96304,40227
96305,70538
96306,70029
96307,56417
96308,94821
96309,44504
96310,56624
96311,51609
96312,51507
96313,40000
96314,79963
96315,46304
96316,40000
96317,69499
96318,41305
96319,46238
96320,40000
96321,62297
96322,73431
96323,51899
96324,58158
96325,80740
96326,45104
96327,40000
96328,57375
96329,40000
96330,40000
96331,44367
96332,55197
96333,57433
96334,60244
96335,60460
96336,40000
96337,40000
96338,40000
96339,88429
96340,46907
96341,45843
96342,42157
